"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"glycerophosphoinositol*","Lipids","Phospholipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3850","16824-65-0","","CHEBI:18321"
"glycerophosphorylcholine (GPC)","Lipids","Phospholipid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","672","28319-77-9","11234","CHEBI:135063"
"glycine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1375","56-40-6","750","CHEBI:15428"
"glycochenodeoxycholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5236.1000000000004","16564-43-5","12544","CHEBI:36274"
"glycochenodeoxycholate glucuronide (1)","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4806",NA,"","CHEBI:166729"
"glycochenodeoxycholate sulfate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4820",NA,"21125002","CHEBI:72733"
"glycocholate","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5163","475-31-0;863-57-0","10140","CHEBI:17687"
"glycocholate glucuronide (1)","Lipids","Primary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4533",NA,"6419427","CHEBI:89282"
"glycocholenate sulfate*","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4750",NA,"145453482","CHEBI:166730"
"glycodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1302","360-65-6","","CHEBI:27471"
"glycodeoxycholate sulfate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4875",NA,"","CHEBI:133678"
"glycohyocholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5020",NA,"71361462","CHEBI:133176"
"glycolithocholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5357.1","474-74-8","115245","CHEBI:37998"
"glycolithocholate sulfate*","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5011","15324-64-8","72222","CHEBI:9347"
"glycoursodeoxycholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5033","64480-66-6","12310288","CHEBI:89929"
"glycylvaline","Peptides","Dipeptide","plasma","Metabolon HD4 [nt-ms]","normalized counts","2734","1963-21-9","2724807","CHEBI:73922"
"guanidinoacetate","Amino Acids","Creatine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1937","352-97-6","763","CHEBI:16344"
"guanidinosuccinate","Amino Acids","Guanidino and Acetamido Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1892","6133-30-8","","CHEBI:90143"
"heme","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1124","14875-96-8","","CHEBI:26355"
"hexadecanedioate","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","4615","505-54-4","10459","CHEBI:73722"
"hexanoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","3308","6920-35-0","","CHEBI:70749"
"hexanoylglycine","Lipids","Fatty Acid Metabolism (Acyl Glycine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","2900","24003-67-6","99463","CHEBI:64390"
"hippurate","Xenobiotics","Benzoate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2106.9","495-69-2","464","CHEBI:18089"
"histidine","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2707","5934-29-2","773","CHEBI:27570"
"homoarginine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2882","156-86-5","9085","CHEBI:27747"
"homocitrulline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1908","1190-49-4","65072","CHEBI:17443"
"homostachydrine*","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1750","1195-94-4","4479243","CHEBI:5757"
"hydantoin-5-propionic acid","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2080","5624-26-0","782","CHEBI:28297"
"hydroquinone sulfate","Xenobiotics","Drug","plasma","Metabolon HD4 [nt-ms]","normalized counts","1395","123-31-9","","CHEBI:71062"
"hydroxycotinine","Xenobiotics","Tobacco Metabolite","plasma","Metabolon HD4 [nt-ms]","normalized counts","2030","34834-67-8","10219774","CHEBI:189719"
"hyocholate","Lipids","Secondary Bile Acid Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","5046","547-75-1","","CHEBI:81244"
"hypotaurine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","724","300-84-5","107812","CHEBI:16668"
"hypoxanthine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1295","68-94-0","790","CHEBI:17368"
"I-urobilinogen","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4190","14684-37-8","26818","CHEBI:29026"
"imidazole lactate","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2040","14403-45-3","459122","CHEBI:70808"
"imidazole propionate","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2263","1074-59-5","70630","CHEBI:73087"
"iminodiacetate (IDA)","Xenobiotics","Chemical","plasma","Metabolon HD4 [nt-ms]","normalized counts","808","142-73-4","8897","CHEBI:24786"
"indole-3-carboxylic acid","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1708.8","771-50-6","69867","CHEBI:24809"
"indoleacetate","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2200","6505-45-9","802","CHEBI:16411"
"indoleacetylglutamine","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2185",NA,"25200879","CHEBI:70811"
"indolelactate","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2600","832-97-3","","CHEBI:24813"
"indolepropionate","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2795","830-96-6","3744","CHEBI:43580"
"indolin-2-one","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2575","59-48-3","321710","CHEBI:31697"
"inosine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1602.1","58-63-9","6021","CHEBI:17596"
"inosine 5'-monophosphate (IMP)","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","650","4691-65-0","8582","CHEBI:17202"
"isobutyrylcarnitine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2810","25518-49-4","","CHEBI:73017"
"isobutyrylglycine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1420","15926-18-8","10855600","CHEBI:70979"
"isoeugenol sulfate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","3893",NA,"","CHEBI:133594"
"isoleucine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2800","73-32-5","","CHEBI:24898"
"isovalerate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1564","503-74-2","10430","CHEBI:28484"
"isovalerylcarnitine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3085","31023-24-2","6426851","CHEBI:73025"
"isovalerylglycine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1950","16284-60-9","546304","CHEBI:70984"
"kynurenate","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2385","492-27-3","3845","CHEBI:18344"
"kynurenine","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2739","2922-83-0","846","CHEBI:28683"
"L-urobilin","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","4624","34217-90-8","440785","CHEBI:36378"
"lactate","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","681.6","79-33-4","","CHEBI:78320"
"lanthionine","Xenobiotics","Chemical","plasma","Metabolon HD4 [nt-ms]","normalized counts","1730","468821","102950","CHEBI:25013"
"laurate (12:0)","Lipids","Medium Chain Fatty Acid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5300","143-07-7","3893","CHEBI:30805"
"laurylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1235","25518-54-1","","CHEBI:73054"
"leucine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2864","61-90-5","","CHEBI:25017"
"linoleamide (18:2n6)","Lipids","Fatty Acid, Amide","plasma","Metabolon HD4 [nt-ms]","normalized counts","1580","766652","6435901","CHEBI:82984"
"linoleoylcarnitine*","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1430","36816-10-1","","CHEBI:86480"
"lysine","Amino Acids","Lysine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2850","56-87-1","","CHEBI:25094"
"malate","Energy","TCA Cycle","plasma","Metabolon HD4 [nt-ms]","normalized counts","615.6","6915-15-7","","CHEBI:6650"
"maleate","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","2510","110-16-7","444266","CHEBI:18300"
"malonate","Lipids","Fatty Acid Synthesis","plasma","Metabolon HD4 [nt-ms]","normalized counts","3447","141-82-2;26522-22-85-0","867","CHEBI:30794"
"malonylcarnitine","Lipids","Fatty Acid Synthesis","plasma","Metabolon HD4 [nt-ms]","normalized counts","2086","853728-01-5","","CHEBI:73028"
"maltose","Carbohydrates","Glycogen Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3329.4","6363-53-7","","CHEBI:17306"
"maltotetraose","Carbohydrates","Glycogen Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","910","34612-38-9","","CHEBI:61986"
"maltotriose","Carbohydrates","Glycogen Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","812","1109-28-0","","CHEBI:61991"
"mannitol/sorbitol","Carbohydrates","Fructose, Mannose and Galactose Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2260",NA,"","CHEBI:30911, CHEBI:29864"
"mannose","Carbohydrates","Fructose, Mannose and Galactose Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2200","3458-28-4","","CHEBI:37684"
"methionine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2526","63-68-3","","CHEBI:16811"
"methionine sulfone","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1250","820-10-0","","CHEBI:132188"
"methionine sulfoxide","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1272","3226-65-1","847","CHEBI:49033"
"methyl glucopyranoside (alpha + beta)","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1070",NA,"","CHEBI:25299"
"methyl indole-3-acetate","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","3339","1912-33-0","74706","CHEBI:72782"
"methyl-4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2873",NA,"122164837","CHEBI:133532"
"methylmalonate (MMA)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Metabolon HD4 [nt-ms]","normalized counts","3078.4","516-05-2","487","CHEBI:30860"
"methylsuccinate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2800","498-21-5","","CHEBI:91315"
"methylsuccinoylcarnitine (1)","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2589",NA,"118239002",""
"myo-inositol","Lipids","Inositol Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3506.3","87-89-8","","CHEBI:17268"
"myristoleoylcarnitine*","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1316","889848-55-9","","CHEBI:86066"
"myristoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1350","18822-89-4","6426854","CHEBI:73061"
"N-(2-furoyl)glycine","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1525.8","5657-19-2;5657-19-2","21863","CHEBI:82912"
"N-acetyl-1-methylhistidine*","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2100",NA,"53859791","CHEBI:133181"
"N-acetyl-3-methylhistidine*","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2056","37841-04-6","193270","CHEBI:133183"
"N-acetyl-aspartyl-glutamate (NAAG)","Amino Acids","Glutamate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1035","3106-85-2","188803","CHEBI:73688"
"N-acetyl-beta-alanine","Nucleotides","Pyrimidine Metabolism, Uracil containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","773","3025-95-4","76406","CHEBI:16682"
"N-acetyl-cadaverine","Amino Acids","Lysine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2385","32343-73-0","189087","CHEBI:88824"
"N-acetyl-S-allyl-L-cysteine","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","2380","23127-41-5","152467","CHEBI:189718"
"N-acetylalanine","Amino Acids","Alanine and Aspartate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","861.2","97-69-8","7345","CHEBI:170067"
"N-acetylalliin","Xenobiotics","Food Component/Plant","plasma","Metabolon HD4 [nt-ms]","normalized counts","1348",NA,"122164824","CHEBI:133430"
"N-acetylarginine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2245","155-84-0","102807","CHEBI:143241"
"N-acetylaspartate (NAA)","Amino Acids","Alanine and Aspartate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","620.5","997-55-7;997-55-7","","CHEBI:177033"
"N-acetylcarnosine","Peptides","Dipeptide Derivative","plasma","Metabolon HD4 [nt-ms]","normalized counts","1235","56353-15-2","10221026","CHEBI:172509, CHEBI:67249"
"N-acetylcitrulline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","940","33965-42-3","","CHEBI:49006"
"N-acetylglucosaminylasparagine","Carbohydrates","Aminosugar Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1212","2776-93-4","123826","CHEBI:17261"
"N-acetylglutamate","Amino Acids","Glutamate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3106","1430871","","CHEBI:172431"
"N-acetylglutamine","Amino Acids","Glutamate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","771","2490-97-3","","CHEBI:73685"
"N-acetylglycine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","731","543-24-8","10972","CHEBI:40410"
"N-acetylhistamine","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2287","673-49-4","69602","CHEBI:28483"
"N-acetylhistidine","Amino Acids","Histidine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2065","39145-52-3","","CHEBI:86910"
"N-acetylisoleucine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2325","3077-46-1","","CHEBI:84056"
"N-acetylkynurenine (2)","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2364",NA,"5231549",""
"N-acetylleucine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2400","1188-21-2","","CHEBI:166830"
"N-acetylmethionine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1787","65-82-7","","CHEBI:132958"
"N-acetylneuraminate","Carbohydrates","Aminosugar Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","660","131-48-6","","CHEBI:17012"
"N-acetylphenylalanine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2597","2018-61-3","2000","CHEBI:21626"
"N-acetylputrescine","Amino Acids","Polyamine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2230","18233-70-0","122356","CHEBI:17768"
"N-acetylserine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","706","97-14-3","","CHEBI:170015"
"N-acetyltaurine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","800",NA,"","CHEBI:84415"
"N-acetylthreonine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","821.6","17093-74-2","152204","CHEBI:45826"
"N-acetyltryptophan","Amino Acids","Tryptophan Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2630","1218-34-4","2002","CHEBI:70976"
"N-acetyltyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1680","537-55-3","89216","CHEBI:68561"
"N-acetylvaline","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1704","96-81-1","","CHEBI:169985"
"N-delta-acetylornithine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","858",NA,"","CHEBI:133179"
"N-formylmethionine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1543.8","4289-98-9","439750","CHEBI:16552"
"N-formylphenylalanine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2336","13200-85-6","759256","CHEBI:133534"
"N-methyl-4-aminobutyric acid","Amino Acids","Glutamate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2109","1119-48-8","","CHEBI:37755"
"N-methylpipecolate","Xenobiotics","Chemical","plasma","Metabolon HD4 [nt-ms]","normalized counts","1932","41447-17-0","","CHEBI:191185"
"N-methylproline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1335","475-11-6","643474","CHEBI:90344"
"N-oleoyltaurine","Lipids","Endocannabinoid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5610","52514-04-2","6437033","CHEBI:146206"
"N-palmitoyl glycine","Lipids","Fatty Acid Metabolism (Acyl Glycine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","5580","2441-41-0","151008","CHEBI:39540"
"N-palmitoyltaurine","Lipids","Endocannabinoid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5560","83982-06-3","14504290","CHEBI:132477"
"N-stearoyltaurine","Lipids","Endocannabinoid","plasma","Metabolon HD4 [nt-ms]","normalized counts","5782","63155-80-6","168274","CHEBI:132479"
"N1-Methyl-2-pyridone-5-carboxamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1668","701-44-0","69698","CHEBI:27410"
"N1-methyladenosine","Nucleotides","Purine Metabolism, Adenine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","2120","15763-06-1","27476","CHEBI:16020"
"N2,N2-dimethylguanosine","Nucleotides","Purine Metabolism, Guanine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","2210","2140-67-2","92919","CHEBI:19289"
"N2,N5-diacetylornithine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1367","39825-23-5","65977","CHEBI:133217"
"N4-acetylcytidine","Nucleotides","Pyrimidine Metabolism, Cytidine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","2040","3768-18-1","107461","CHEBI:70989"
"N6-acetyllysine","Amino Acids","Lysine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2612.6","692-04-6","92832","CHEBI:17752"
"N6-carbamoylthreonyladenosine","Nucleotides","Purine Metabolism, Adenine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","2164","24719-82-2","","CHEBI:21440"
"N6-methyladenosine","Nucleotides","Purine Metabolism, Adenine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","2264","1867-73-8","102175","CHEBI:21891"
"N6-succinyladenosine","Nucleotides","Purine Metabolism, Adenine containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1930","4542-23-8","20849086","CHEBI:71169"
"N6,N6,N6-trimethyllysine","Amino Acids","Lysine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2825","23284-33-5","159659","CHEBI:181720"
"nicotinamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1942","98-92-0","936","CHEBI:17154"
"nicotinamide riboside","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2040","1341-23-7","439924","CHEBI:15927"
"O-acetylhomoserine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","760.2","7540-67-2","528","CHEBI:7671"
"o-cresol sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2796",NA,"","CHEBI:133089"
"O-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2344",NA,"22473","CHEBI:133460, CHEBI:89609"
"O-sulfo-L-tyrosine","Xenobiotics","Chemical","plasma","Metabolon HD4 [nt-ms]","normalized counts","990",NA,"514186","CHEBI:46215"
"octadecanedioate","Lipids","Fatty Acid, Dicarboxylate","plasma","Metabolon HD4 [nt-ms]","normalized counts","5043","871-70-5","70095","CHEBI:133086"
"octanoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","950","3671-77-0","","CHEBI:73039"
"oleamide","Lipids","Fatty Acid, Amide","plasma","Metabolon HD4 [nt-ms]","normalized counts","1677","301-02-0","5283387","CHEBI:116314"
"oleoyl ethanolamide","Lipids","Endocannabinoid","plasma","Metabolon HD4 [nt-ms]","normalized counts","6200","11-58-0;111-58-0","5283454","CHEBI:71466"
"oleoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1423","38677-66-6","","CHEBI:72689"
"ornithine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2800","3184-13-2","","CHEBI:18257"
"orotate","Nucleotides","Pyrimidine Metabolism, Orotate containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","1638.1","50887-69-9","967","CHEBI:16742"
"orotidine","Nucleotides","Pyrimidine Metabolism, Orotate containing","plasma","Metabolon HD4 [nt-ms]","normalized counts","2250","314-50-1","92751","CHEBI:25722"
"oxalate (ethanedioate)","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","603","144-62-7","971","CHEBI:16995"
"p-cresol sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2890","3233-57-7","4615423","CHEBI:82914"
"p-cresol-glucuronide*","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2420","17680-99-8","154035","CHEBI:87986"
"palmitic amide","Lipids","Fatty Acid, Amide","plasma","Metabolon HD4 [nt-ms]","normalized counts","1661","629-54-9","69421","CHEBI:74475"
"palmitoyl ethanolamide","Lipids","Endocannabinoid","plasma","Metabolon HD4 [nt-ms]","normalized counts","6100","544-31-0","4671","CHEBI:71464"
"palmitoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1425","6865-14-1","461","CHEBI:73067"
"palmitoylcholine","Lipids","Fatty Acid Metabolism (Acyl Choline)","plasma","Metabolon HD4 [nt-ms]","normalized counts","1482",NA,"151731","CHEBI:133677"
"pantothenate","Cofactors and Vitamins","Pantothenate and CoA Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","1498.7","137-08-6","988","CHEBI:7916"
"paraxanthine","Xenobiotics","Xanthine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2279","611-59-6","4687","CHEBI:25858"
"phenol sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2156","937-34-8","74426","CHEBI:27905"
"phenylacetylcarnitine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","3092","287108-21-8","22161381",""
"phenylacetylglutamate","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2357",NA,"11579826","CHEBI:89860"
"phenylacetylglutamine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2145","28047-15-6","306137","CHEBI:8087"
"phenylalanine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2878","63-91-2","","CHEBI:28044"
"phenylalanylalanine","Peptides","Dipeptide","plasma","Metabolon HD4 [nt-ms]","normalized counts","2909","3918-87-4","5488196","CHEBI:73630"
"phenylalanylglycine","Peptides","Dipeptide","plasma","Metabolon HD4 [nt-ms]","normalized counts","2898","721-90-4","6992303","CHEBI:73635"
"phenyllactate (PLA)","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Metabolon HD4 [nt-ms]","normalized counts","2208","828-01-3","3848","CHEBI:25998"
